"season","team","conference","total_ppa","total_passing_ppa","total_receiving_ppa","total_rushing_ppa","percent_ppa","percent_passing_ppa","percent_receiving_ppa","percent_rushing_ppa","usage","passing_usage","receiving_usage","rushing_usage"
"2015","Air Force","Mountain West","201.2","10.7","102.8","87.8","0.615","0.134","0.862","0.686","0.646","0.162","0.95","0.711"
"2015","Akron","Mid-American","69.4","3","36.7","29.6","0.479","1.304","0.323","1.003","0.758","0.997","0.432","0.995"
"2015","Alabama","SEC","137.2","21.1","78.4","37.6","0.222","0.101","0.285","0.281","0.251","0.134","0.233","0.364"
"2015","App State","Sun Belt","402.8","118.6","156.2","128","0.952","0.994","0.909","0.972","0.93","0.863","0.938","0.973"
"2015","Arizona","Pac-12","399.3","133.5","179.9","85.9","0.883","1","0.789","0.949","0.861","1","0.807","0.756"
"2015","Arizona State","Pac-12","217.1","48.9","125.7","42.5","0.547","0.408","0.593","0.656","0.536","0.302","0.571","0.747"
"2015","Arkansas","SEC","316","95.5","137.9","82.6","0.888","0.965","0.858","0.863","0.942","0.997","0.856","0.949"
"2015","Arkansas State","Sun Belt","375.7","105.8","186","83.9","0.989","1.023","0.96","1.011","0.96","0.983","0.908","0.976"
"2015","Army","FBS Independents","46.1","-2.7","27.8","20.9","0.292","0.871","0.783","0.166","0.278","0.322","0.681","0.223"
"2015","Auburn","SEC","87.1","43.2","29.4","14.6","0.202","0.254","0.184","0.142","0.157","0.119","0.282","0.128"
"2015","BYU","FBS Independents","266.7","40.6","147","79.1","0.575","0.326","0.648","0.701","0.53","0.289","0.617","0.703"
"2015","Ball State","Mid-American","147.1","44.3","107.5","-4.7","0.613","0.43","0.927","-0.223","0.521","0.511","0.862","0.327"
"2015","Baylor","Big 12","416","68.9","215.6","131.5","0.608","0.314","0.709","0.817","0.549","0.171","0.644","0.823"
"2015","Boise State","Mountain West","198.9","44.5","134","20.3","0.355","0.274","0.51","0.15","0.259","0.095","0.636","0.135"
"2015","Boston College","ACC","49.2","-1.2","45.1","5.3","0.183","-0.025","0.397","0.049","0.483","0.035","0.376","0.716"
"2015","Bowling Green","Mid-American","272.6","59.4","162.3","51","0.977","0.928","1.006","0.957","0.839","0.942","0.87","0.634"
"2015","Buffalo","Mid-American","373.7","138.1","181","54.6","0.946","1","0.893","1","0.939","1","0.788","1"
"2015","California","Pac-12","467.6","185.4","214.4","67.9","0.913","1.002","0.832","0.985","0.936","0.995","0.815","0.98"
"2015","Central Michigan","Mid-American","265.7","148.9","104.8","12","0.658","0.983","0.452","0.566","0.575","0.998","0.383","0.343"
"2015","Cincinnati","American Athletic","445.9","164.7","233.6","47.6","0.895","0.854","0.939","0.845","0.892","0.808","0.972","0.922"
"2015","Clemson","ACC","305.4","104.7","194.8","5.9","0.86","0.797","0.933","0.391","0.632","0.331","0.838","0.757"
"2015","Colorado","Pac-12","316.3","131.4","162","22.9","0.811","0.985","0.688","1.08","0.839","0.998","0.715","0.765"
"2015","Colorado State","Mountain West","263.9","2.6","239.3","22","0.482","0.013","0.853","0.316","0.414","0.059","0.815","0.447"
"2015","Duke","ACC","105.3","12.9","36.2","56.3","0.394","0.218","0.298","0.652","0.37","0.04","0.438","0.647"
"2015","East Carolina","American Athletic","98","4.2","61.7","32.1","0.188","0.021","0.252","0.442","0.246","0.018","0.357","0.5"
"2015","Eastern Michigan","Mid-American","64.7","20","31.1","13.6","0.78","-3.175","0.369","2.615","0.49","0.672","0.356","0.419"
"2015","Florida","SEC","108.1","34.8","64.2","9","0.522","0.634","0.543","0.262","0.426","0.346","0.535","0.42"
"2015","Florida Atlantic","Conference USA","137.3","68.7","46","22.6","0.759","1.168","0.439","1.284","0.641","0.84","0.378","0.654"
"2015","Florida International","Conference USA","78.3","10.1","53.5","14.7","0.669","0.99","0.585","0.942","0.855","0.877","0.627","0.958"
"2015","Florida State","ACC","134.2","27.6","85.8","20.9","0.308","0.144","0.442","0.419","0.372","0.115","0.592","0.54"
"2015","Fresno State","Mountain West","110.2","1.2","66.9","42.1","0.377","0.04","0.368","0.525","0.302","0.081","0.397","0.467"
"2015","Georgia","SEC","200.2","32.5","85.4","82.3","0.461","0.23","0.419","0.927","0.558","0.136","0.546","0.918"
"2015","Georgia Southern","Sun Belt","224.3","44","17.5","162.7","0.714","1","0.338","0.745","0.79","1","0.282","0.809"
"2015","Georgia State","Sun Belt","263","111.5","155.8","-4.4","0.883","0.988","0.74","0.171","0.802","0.965","0.768","0.616"
"2015","Georgia Tech","ACC","229.9","101.9","22","106","0.441","0.888","0.144","0.419","0.413","0.976","0.059","0.329"
"2015","Hawai'i","Mountain West","152","34.6","97.7","19.7","0.752","0.826","0.76","0.618","0.778","0.884","0.743","0.695"
"2015","Houston","American Athletic","253.4","57.8","91","104.6","0.696","0.731","0.516","0.967","0.642","0.584","0.397","0.912"
"2015","Idaho","Sun Belt","105.4","23.5","46.6","35.3","0.383","0.547","0.274","0.566","0.584","0.85","0.321","0.511"
"2015","Illinois","Big Ten","236.5","70.2","170.8","-4.5","0.73","0.768","0.793","-0.265","0.555","0.509","0.747","0.419"
"2015","Indiana","Big Ten","59.6","8.5","26","25.1","0.271","0.766","0.388","0.177","0.471","0.997","0.254","0.233"
"2015","Iowa","Big Ten","116.9","16","98.7","2.2","0.333","0.145","0.538","0.038","0.356","0.209","0.472","0.402"
"2015","Iowa State","Big 12","165.1","27.1","104.3","33.8","0.706","0.732","0.619","1.17","0.657","0.985","0.513","0.371"
"2015","Kansas","Big 12","56.3","38","16.2","2.2","0.352","0.844","0.132","-0.297","0.543","0.993","0.094","0.456"
"2015","Kansas State","Big 12","68.6","11.8","34","22.8","0.13","0.063","0.119","0.427","0.233","0.04","0.218","0.44"
"2015","Kent State","Mid-American","76","47.2","38","-9.2","0.478","1.019","0.305","0.786","0.752","0.998","0.437","0.793"
"2015","Kentucky","SEC","178.3","41.5","88.6","48.3","0.722","0.933","0.578","0.972","0.818","0.998","0.604","0.797"
"2015","LSU","SEC","194.1","38.1","96.3","59.7","0.792","0.907","0.806","0.713","0.77","0.993","0.798","0.645"
"2015","Louisiana","Sun Belt","198.1","28.2","110.2","59.7","0.555","0.459","0.646","0.476","0.369","0.074","0.65","0.429"
"2015","Louisiana Tech","Conference USA","206.5","6.6","178","21.9","0.459","0.039","0.72","0.658","0.519","0.025","0.725","0.864"
"2015","Louisville","ACC","227.2","99.6","80.8","46.8","0.596","0.816","0.385","0.947","0.619","0.965","0.297","0.518"
"2015","Marshall","Conference USA","253.4","17.1","126.2","110","0.392","0.091","0.448","0.619","0.347","0.049","0.376","0.612"
"2015","Maryland","Big Ten","55.5","7.5","40.1","8","0.297","0.341","0.312","0.22","0.34","0.107","0.36","0.601"
"2015","Massachusetts","Mid-American","327.4","133.8","174.5","19.1","0.848","0.954","0.759","1.186","0.885","0.998","0.776","0.853"
"2015","Memphis","American Athletic","262.3","86.4","137.3","38.5","0.767","0.84","0.741","0.718","0.769","0.984","0.705","0.642"
"2015","Miami","ACC","213.5","97","85.4","31","0.651","0.853","0.457","1.111","0.844","0.954","0.609","0.971"
"2015","Miami (OH)","Mid-American","94.8","-0.8","107.6","-12.1","0.324","-0.01","0.619","-0.346","0.266","0.02","0.592","0.319"
"2015","Michigan","Big Ten","89.7","-10.7","62.5","38","0.507","-0.695","0.574","0.718","0.434","0.12","0.504","0.662"
"2015","Michigan State","Big Ten","336.2","194.2","115.5","26.6","0.599","0.963","0.473","0.232","0.576","0.995","0.513","0.308"
"2015","Middle Tennessee","Conference USA","243.2","79.4","93.3","70.5","0.739","1.005","0.548","0.885","0.8","0.997","0.617","0.759"
"2015","Minnesota","Big Ten","120.9","39.1","32","49.8","0.53","0.706","0.326","0.665","0.495","0.978","0.244","0.33"
"2015","Mississippi State","SEC","368.1","136.9","145.1","86.1","0.742","0.981","0.644","0.656","0.703","0.998","0.566","0.554"
"2015","Missouri","SEC","160.3","61.5","21.6","77.2","0.474","0.836","0.132","0.768","0.649","0.991","0.226","0.643"
"2015","NC State","ACC","289.4","100","88.2","101.2","0.82","1.005","0.616","0.917","0.804","0.98","0.52","0.821"
"2015","Navy","FBS Independents","230.6","11.3","47.3","172","0.707","1.056","0.752","0.68","0.702","0.993","0.57","0.66"
"2015","Nebraska","Big Ten","230.7","76.2","110.1","44.4","0.644","0.947","0.629","0.432","0.696","0.989","0.637","0.53"
"2015","Nevada","Mountain West","137.7","6","112.5","19.2","0.472","0.087","0.768","0.251","0.442","0.005","0.614","0.686"
"2015","New Mexico","Mountain West","190.9","22.3","40.2","128.4","0.809","1.246","0.525","0.906","0.847","0.925","0.667","0.858"
"2015","New Mexico State","Sun Belt","204.2","81.1","102.9","20.2","0.782","1","0.625","1.303","0.836","1","0.612","0.859"
"2015","North Carolina","ACC","360.1","99.3","172.2","88.6","0.885","0.958","0.803","1","0.95","0.998","0.843","1"
"2015","North Texas","Conference USA","111.1","-6.9","91.5","26.5","0.721","-2.464","0.954","0.479","0.64","0.747","0.687","0.499"
"2015","Northern Illinois","Mid-American","315.6","113","94","108.6","0.724","0.898","0.587","0.725","0.668","0.937","0.556","0.566"
"2015","Northwestern","Big Ten","77.7","8.8","64.3","4.6","0.405","0.236","0.459","0.322","0.442","0.117","0.523","0.736"
"2015","Notre Dame","FBS Independents","190.8","18","134.2","38.6","0.536","0.138","0.773","0.742","0.407","0.074","0.796","0.51"
"2015","Ohio","Mid-American","184.1","33.5","102.7","47.9","0.794","0.933","0.709","0.943","0.897","0.997","0.685","0.954"
"2015","Ohio State","Big Ten","490.7","104.2","171.8","214.7","0.825","0.781","0.721","0.963","0.913","0.982","0.742","0.961"
"2015","Oklahoma","Big 12","331.5","87.6","125.6","118.2","0.831","0.974","0.723","0.876","0.866","0.997","0.76","0.832"
"2015","Oklahoma State","Big 12","203.3","30.7","161.5","11.1","0.723","0.514","0.92","0.242","0.443","0.301","0.855","0.263"
"2015","Old Dominion","Conference USA","172.1","6.8","121.6","43.7","0.427","0.059","0.613","0.487","0.341","0.007","0.674","0.428"
"2015","Ole Miss","SEC","189.3","11.1","136.1","42.2","0.547","0.112","0.672","0.959","0.445","0.075","0.787","0.539"
"2015","Oregon","Pac-12","353.9","71.5","189.4","93.1","0.478","0.275","0.648","0.496","0.56","0.086","0.835","0.772"
"2015","Oregon State","Pac-12","93.2","6.5","88.9","-2.3","0.431","0.087","0.705","-0.154","0.203","0.002","0.528","0.222"
"2015","Penn State","Big Ten","133.1","21.7","103.1","8.3","0.748","0.816","0.691","3.609","0.789","0.978","0.794","0.525"
"2015","Pittsburgh","ACC","289.8","77.1","114.5","98.1","0.842","0.926","0.747","0.913","0.875","0.948","0.7","0.917"
"2015","Purdue","Big Ten","104.8","12.4","72.9","19.6","0.543","0.605","0.608","0.375","0.449","0.618","0.47","0.22"
"2015","Rice","Conference USA","296","141.6","115","39.5","0.731","0.963","0.526","1.015","0.899","0.995","0.581","0.998"
"2015","Rutgers","Big Ten","162.4","-10.9","145.7","27.6","0.456","-0.097","0.73","0.637","0.609","0.078","0.767","0.941"
"2015","SMU","American Athletic","60.1","-17.6","44","33.7","0.884","0.581","0.606","1.327","0.753","0.798","0.648","0.803"
"2015","San Diego State","Mountain West","174.9","-10","82.4","102.5","0.665","-0.503","0.592","0.988","0.62","0.121","0.687","0.965"
"2015","San José State","Mountain West","247.5","93.2","141.3","13.1","0.804","0.844","0.756","1.191","0.806","0.764","0.794","0.86"
"2015","South Alabama","Sun Belt","67.9","-12","68.7","11.2","0.322","-0.472","0.451","0.341","0.363","0.264","0.412","0.419"
"2015","South Carolina","SEC","157.8","17.1","98.9","41.9","0.349","0.121","0.427","0.528","0.284","0.043","0.401","0.444"
"2015","South Florida","American Athletic","68.5","2.6","63.7","2.2","0.391","0.053","0.497","-0.917","0.584","0.333","0.485","0.953"
"2015","Southern Miss","Conference USA","168.8","65.1","107.5","-3.7","0.686","0.84","0.626","1.057","0.816","0.786","0.738","0.97"
"2015","Stanford","Pac-12","289.8","112.2","128.7","48.9","0.84","0.946","0.717","1.049","0.774","0.94","0.652","0.719"
"2015","Syracuse","ACC","101","10.5","58.2","32.2","0.678","2.234","0.528","0.953","0.638","0.941","0.492","0.449"
"2015","TCU","Big 12","454.4","134.7","223.6","96.1","0.889","0.933","0.891","0.829","0.842","0.949","0.78","0.774"
"2015","Temple","American Athletic","58.1","-4.2","57.4","4.9","0.488","1.235","0.507","0.557","0.699","0.948","0.537","0.544"
"2015","Tennessee","SEC","206.6","49.1","112.4","45.1","0.91","0.899","0.864","1.082","0.602","0.393","0.883","0.636"
"2015","Texas","Big 12","108.1","53.1","29.3","25.6","0.496","0.851","0.215","1.306","0.63","0.916","0.353","0.571"
"2015","Texas A&M","SEC","263.4","36","184.4","43","0.57","0.237","0.797","0.547","0.594","0.379","0.759","0.694"
"2015","Texas State","Sun Belt","320.6","99.1","127.6","93.9","0.8","0.962","0.717","0.779","0.802","0.998","0.618","0.771"
"2015","Texas Tech","Big 12","403.8","155.8","194","53.9","0.821","0.879","0.774","0.845","0.877","0.94","0.729","0.961"
"2015","Toledo","Mid-American","419","147.7","155.5","115.8","0.871","0.971","0.765","0.921","0.912","0.955","0.83","0.931"
